2016-07-19	26	27	26	26	468800	26
2016-07-15	27	27	26	27	862500	27
2016-07-14	27	28	26	27	513200	27
2016-07-13	27	28	26	27	574300	27
2016-07-12	27	28	26	26	849000	26
2016-07-11	26	27	26	26	195600	26
2016-07-08	27	27	26	26	268700	26
2016-07-07	27	27	26	26	372000	26
2016-07-06	27	27	26	27	197100	27
2016-07-05	28	28	26	27	608000	27
2016-07-04	27	28	26	27	427600	27
2016-07-01	27	27	26	27	143600	27
2016-06-30	26	27	26	27	156500	27
2016-06-29	26	27	25	26	969900	26
2016-06-28	26	26	25	25	684700	25
2016-06-27	24	26	24	26	689900	26
2016-06-24	27	28	24	25	2607900	25
2016-06-23	27	27	26	26	433300	26
2016-06-22	27	28	26	27	622600	27
2016-06-21	28	28	27	27	328300	27
2016-06-20	28	29	27	28	1132000	28
2016-06-17	26	28	26	27	788700	27
2016-06-16	27	28	26	26	957500	26
2016-06-15	27	28	26	27	788900	27
2016-06-14	28	29	27	27	1118000	27
2016-06-13	29	30	28	28	1681300	28
2016-06-10	29	30	29	29	555900	29
2016-06-09	29	33	29	29	5058700	29
2016-06-08	29	30	29	29	248800	29
2016-06-07	29	30	29	29	196500	29
2016-06-06	29	30	29	29	591500	29
2016-06-03	30	31	29	29	1176500	29
2016-06-02	32	32	30	31	629800	31
2016-06-01	30	33	30	32	2859100	32
2016-05-31	30	31	29	30	325600	30
2016-05-30	30	31	29	30	569400	30
2016-05-27	31	31	29	30	522000	30
2016-05-26	30	31	29	30	1224000	30
2016-05-25	30	30	29	29	242500	29
2016-05-24	30	31	29	30	339200	30
2016-05-23	30	31	29	30	345300	30
2016-05-20	31	31	29	29	1003000	29
2016-05-19	29	31	29	31	542800	31
2016-05-18	30	31	29	29	745100	29
2016-05-17	29	30	28	29	1192600	29
2016-05-16	30	31	29	30	653200	30
2016-05-13	30	31	29	30	1016100	30
2016-05-12	31	31	30	30	588700	30
2016-05-11	31	32	30	31	1427900	31
2016-05-10	31	33	31	31	905800	31
2016-05-09	32	33	31	31	1298400	31
2016-05-06	30	34	29	32	5382600	32
2016-05-02	30	30	29	29	1209900	29
2016-04-28	32	33	31	31	622100	31
2016-04-27	32	33	31	32	569600	32
2016-04-26	33	33	31	32	1419900	32
2016-04-25	34	35	32	33	3412500	33
2016-04-22	34	36	34	35	2392800	35
2016-04-21	34	35	33	34	1282700	34
2016-04-20	33	34	33	33	533700	33
2016-04-19	32	35	32	34	4662600	34
2016-04-18	33	34	32	32	1053100	32
2016-04-15	33	34	32	34	1096700	34
2016-04-14	33	35	32	32	4121300	32
2016-04-13	33	39	32	32	12699900	32
2016-04-12	32	33	31	32	1652600	32
2016-04-11	32	33	31	32	1068300	32
2016-04-08	30	33	29	32	4721800	32
2016-04-07	29	32	29	29	2790900	29
2016-04-06	28	29	27	28	1078200	28
2016-04-05	29	29	28	28	884500	28
2016-04-04	30	30	29	29	252700	29
2016-04-01	31	31	29	30	829500	30
2016-03-31	31	31	30	31	387700	31
2016-03-30	31	32	30	31	793300	31
2016-03-29	29	34	29	31	3319300	31
2016-03-28	30	30	28	29	1109200	29
2016-03-25	30	31	30	30	269400	30
2016-03-24	31	31	30	30	280300	30
2016-03-23	30	32	30	31	674900	31
2016-03-22	31	32	30	30	590700	30
2016-03-18	31	32	30	32	969700	32
2016-03-17	31	33	30	31	1356300	31
2016-03-16	31	32	30	31	1294300	31
2016-03-15	32	33	31	32	540900	32
2016-03-14	33	33	31	32	1585400	32
2016-03-11	31	32	30	32	1807900	32
2016-03-10	30	31	29	31	1883600	31
2016-03-09	28	31	27	30	1742500	30
2016-03-08	29	29	27	28	768900	28
2016-03-07	29	29	27	28	1594900	28
2016-03-04	28	30	27	29	3210900	29
2016-03-03	27	28	26	27	2045900	27
2016-03-02	26	27	26	26	309900	26
2016-03-01	26	27	25	26	521200	26
2016-02-29	26	27	25	26	405100	26
2016-02-26	26	27	25	26	724800	26
2016-02-25	26	27	26	26	644800	26
2016-02-24	26	27	25	26	1333300	26
2016-02-23	26	27	26	27	870000	27
2016-02-22	26	27	25	26	811700	26
2016-02-19	27	27	26	26	355000	26
2016-02-18	27	27	26	26	445600	26
2016-02-17	26	27	26	27	395700	27
2016-02-16	26	27	26	26	1078400	26
2016-02-15	26	28	25	27	2155400	27
2016-02-12	26	27	25	25	2248200	25
2016-02-10	26	31	26	27	6257400	27
2016-02-09	27	28	26	26	1251100	26
2016-02-08	27	29	26	28	931000	28
2016-02-05	29	30	27	27	3862700	27
2016-02-04	28	32	27	31	1847100	31
2016-02-03	28	28	27	28	439200	28
2016-02-02	28	29	28	28	560500	28
2016-02-01	29	29	27	28	1303100	28
2016-01-29	27	28	26	27	1160300	27
2016-01-28	26	27	25	26	513100	26
2016-01-27	26	27	26	26	678800	26
2016-01-26	26	27	25	26	1286100	26
2016-01-25	25	26	25	26	1382900	26
2016-01-22	25	26	25	25	767900	25
2016-01-21	26	27	24	25	1967100	25
2016-01-20	29	29	26	27	1645300	27
2016-01-19	27	29	26	29	1931000	29
2016-01-18	26	27	26	26	981900	26
2016-01-15	29	30	28	28	1018000	28
2016-01-14	28	29	27	28	1497500	28
2016-01-13	27	30	27	29	3163700	29
2016-01-12	29	29	26	26	2086000	26
2016-01-08	29	30	28	29	1674800	29
2016-01-07	34	35	29	30	5395500	30
2016-01-06	32	36	30	35	6902500	35
2016-01-05	32	32	30	31	2763600	31
2016-01-04	28	32	28	32	2715100	32
2015-12-30	28	30	27	30	2203800	30
