20011025:132200	-0.00173557	-0.00173557
20011026:042700	-0.00889328	-0.00905384
20011029:004100	-0.0118075	-0.0118075
20011029:135700	-0.00635853	-0.00635853
20011030:031800	-0.00193983	-0.00193983
20011030:160300	-0.000972142	-0.000810147
20011031:071700	-0.00256376	-0.00256376
20011031:212700	0.000584663	0.000584663
20011101:103300	0.00762865	0.00762865
20011102:014200	0.00515293	0.00499092
20011102:140900	-0.000809442	-0.000485653
20011105:063200	0.00190995	0.00190995
20011105:222900	0.000355573	0.000193966
20011106:121200	0.000904318	0.000904318
20011107:020400	0.00462003	0.00462003
20011107:145200	0.00587702	0.00603851
20011108:044400	0.00576936	0.00560823
20011108:194900	-0.00553461	-0.00553461
20011109:085600	-0.0110721	-0.0110721
20011112:034200	0.00512636	0.00496518
20011112:201700	0.0100863	0.0102475
20011113:101400	0.0136462	0.0136462
20011114:033300	0.0185036	0.0185036
20011114:203500	0.00898078	0.00898078
20011115:103000	0.0102359	0.0102359
20011116:034900	0.00430666	0.00557329
20011116:173500	0.0108047	0.0108047
20011119:103500	0.0145498	0.0145498
20011120:030000	0.00502273	0.00502273
20011120:165900	-0.00450792	-0.00450792
20011121:090600	-0.00118944	-0.0010329
20011122:020600	-0.00850345	-0.00834716
20011122:200400	0.00404001	0.00404001
20011123:182900	0.00768027	0.00768027
20011127:010000	0.0117146	0.0115579
20011128:025000	0.00839936	0.00839936
20011129:060800	-0.00242963	-0.00227397
20011130:072700	0.00124364	0.00124364
20011203:075200	0.000186386	3.10446e-05
20011204:055000	-0.00698652	-0.00698652
20011204:203700	-0.00672042	-0.00672042
20011205:130300	-0.00302496	-0.00302496
20011206:091500	0.00589589	0.00574
20011207:074100	0.010635	0.0104791
20011210:054600	0.0101231	0.0101231
20011211:041200	0.00698863	0.00698863
20011212:023700	0.00932068	0.00932068
20011213:003300	0.00974741	0.0100558
20011213:215600	0.00578165	0.00547406
20011214:171100	0.013445	0.013445
20011217:175700	0.010583	0.0102771
20011218:162100	0.00600276	0.00600276
20011219:141900	-0.00127651	-0.00142851
20011220:110300	-0.00841252	-0.00826075
20011221:084200	-0.000941853	-0.000941853
20011224:115800	0.00167223	0.00212827
20011227:133200	0.0135073	0.0133553
20011228:131300	0.0133309	0.0131791
20020102:132800	0.0245815	0.0244301
20020103:111700	0.0212792	0.0212792
20020104:093900	0.0123615	0.0123615
20020107:092600	0.00599706	0.00599706
20020108:055100	0.0181377	0.0184336
20020109:020300	0.0249963	0.0249963
20020109:231200	0.0201129	0.0201129
20020110:173200	0.0101774	0.0101774
20020111:142600	-0.00396452	-0.00410913
20020114:154500	-0.0152608	-0.0155493
20020115:132700	-0.0161519	-0.0161519
20020116:103800	-0.0193916	-0.0193916
20020117:084000	-0.0122717	-0.0124178
20020118:061900	0.00329052	0.00299666
20020121:080800	0.00414902	0.00429618
20020122:064800	0.021276	0.0211289
20020123:042300	0.0224841	0.0226306
20020124:010100	0.0137477	0.0137477
20020124:235000	0.0154055	0.0154055
20020127:233400	0.00299572	0.00299572
20020128:192800	-0.0107589	-0.0107589
20020129:155800	-0.0140764	-0.0140764
20020130:113500	-0.0333736	-0.0333736
20020131:122100	-0.0194512	-0.0194512
20020201:081700	-0.00678616	-0.00663999
20020204:070300	-0.000264586	-0.000558646
20020205:045600	-0.0023291	-0.00218166
20020206:022400	0.00685921	0.00685921
20020206:223000	0.00188648	0.00188648
20020207:193100	-0.00217847	-0.00217847
20020208:150500	0.0126041	0.0130459
20020211:153400	0.00564153	0.00578848
20020212:190700	-0.0112871	-0.0112871
20020213:204300	-0.00202682	-0.00202682
20020214:161000	0.000117486	-2.93154e-05
20020215:121900	0.00892259	0.00877581
20020218:120200	0.00854155	0.00839475
20020219:113200	0.0141953	0.0141953
20020220:083300	0.00796688	0.00796688
20020221:060600	0.0015998	0.0015998
20020222:021200	-0.000377307	-0.000377307
20020225:002800	-0.00150855	-0.00150855
20020225:231500	-0.00127601	-0.00127601
20020226:193500	0.00258296	0.00258296
20020227:173700	0.00589142	0.00589142
20020228:141000	0.00197092	0.00197092
20020301:102900	0.00196954	0.00196954
20020304:093500	-0.0036745	-0.00352991
20020305:065300	-0.0029224	-0.0029224
20020306:050400	-0.00807668	-0.00807668
20020307:014300	-0.00681853	-0.00681853
20020307:171500	-0.0297119	-0.0298573
20020308:110100	-0.0188271	-0.0188271
