buy	20050106:083800	-0.00297875	79.66	sell	20050106:203800	0.000751586	79.89	損益	0.23	日数	1	-0.00297875
buy	20050107:084000	-0.00100235	79.73	sell	20050110:224300	-0.00719023	78.98	損益	-0.75	日数	3	-0.00100235
buy	20050111:104600	-0.00108289	79.33	sell	20050112:225200	-0.00618515	78.41	損益	-0.92	日数	3	-0.00108289
buy	20050113:105500	-0.00259067	78.54	sell	20050117:005400	-0.0111588	77.45	損益	-1.09	日数	3	-0.00259067
buy	20050117:125400	-0.010542	77.34	sell	20050119:005600	-0.00232139	77.36	損益	0.02	日数	3	-0.010542
sell	20050119:125600	0.00906884	78.11	buy	20050121:010100	0.00754896	78.48	損益	-0.37	日数	3	0.00906884
sell	20050121:130200	0.0155509	79.28	buy	20050125:030400	0.00307034	79.06	損益	0.22	日数	3	0.0155509
sell	20050125:150500	0.00721431	79.58	buy	20050127:030800	0.00778313	80.02	損益	-0.44	日数	3	0.00721431
sell	20050127:150800	0.00492473	79.99	buy	20050131:051300	0.00195061	80.13	損益	-0.14	日数	3	0.00492473
sell	20050131:172000	0.00312311	80.3	buy	20050202:052300	0.00184581	80.33	損益	-0.03	日数	3	0.00312311
sell	20050202:172400	0.00316561	80.49	buy	20050204:052500	-0.000397773	80.41	損益	0.08	日数	3	0.00316561
buy	20050204:172700	-0.00333013	80.21	sell	20050207:072800	0.000596624	80.5	損益	0.29	日数	1	-0.00333013
sell	20050207:192800	0.00347997	80.74	buy	20050209:073200	0.00429366	80.93	損益	-0.19	日数	3	0.00347997
sell	20050209:193200	0.00817539	81.39	buy	20050211:073600	0.0136211	82.75	損益	-1.36	日数	3	0.00817539
sell	20050211:193700	0.0124622	83.03	buy	20050215:093800	-0.00292408	82.52	損益	0.51	日数	3	0.0124622
buy	20050215:213800	-0.00614059	82.22	sell	20050216:213900	0.00242421	82.7	損益	0.48	日数	2	-0.00614059
sell	20050217:093900	0.00356162	82.84	buy	20050220:233900	0.00727245	83.38	損益	-0.54	日数	3	0.00356162
sell	20050221:114000	0.00229005	83.16	buy	20050222:114000	-0.00760141	82.51	損益	0.65	日数	2	0.00229005
buy	20050222:234300	-0.00457661	82.65	sell	20050224:114700	-0.00171619	82.6	損益	-0.05	日数	3	-0.00457661
